Processor,Test  name,Seed,Status,Time (ps),CMD Parity Error Time (ps),Data Parity Error Time(ps),Error type,Failure signature
2p10,parity_specific_traffic_test,540740878,FAIL,44168543,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3133753638,FAIL,44523652,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,76526679,FAIL,44356730,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,839905582,FAIL,45518716,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,705756622,FAIL,44610521,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2872176993,FAIL,44270898,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2145596291,FAIL,45528283,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3865484329,FAIL,44602338,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1368806981,FAIL,45809373,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,908779836,FAIL,43136698,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3326144854,FAIL,45692661,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,4090684891,FAIL,43106180,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1180714400,FAIL,44100540,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2844273240,FAIL,44172820,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1317528927,FAIL,43069675,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3385683227,FAIL,45316128,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,596504907,FAIL,45835705,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2543579496,FAIL,46024520,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,655393769,FAIL,45680351,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1262454876,FAIL,44218526,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,734775803,FAIL,43620385,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,5953337,FAIL,44168241,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2596200704,FAIL,43338934,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3517999960,FAIL,44361924,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1472871877,FAIL,45331341,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1775467401,FAIL,44907407,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,997290670,FAIL,45686850,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3464186278,FAIL,44710008,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2005602324,FAIL,44053058,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2531942912,FAIL,44026196,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1307224572,FAIL,44844566,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2927403542,FAIL,44119778,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3909866576,FAIL,46031333,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1115558950,FAIL,44204009,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,480932605,FAIL,44597976,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2091320079,FAIL,43684461,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3854192327,FAIL,43559797,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2839369611,FAIL,46375577,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1754773982,FAIL,43354701,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1630932346,FAIL,45264156,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3479346219,FAIL,44772325,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3271066265,FAIL,44362765,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1823362183,FAIL,44939787,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2670668771,FAIL,44437810,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3125740064,FAIL,44887764,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2675390961,FAIL,45775414,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2065847596,FAIL,45541794,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1544334410,FAIL,46323525,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,875086651,FAIL,43435733,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,927718396,FAIL,45190211,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1855987699,FAIL,43638771,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3188821262,FAIL,44930772,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1399797170,FAIL,43703249,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,4288361500,FAIL,44364044,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,134452975,FAIL,43512532,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1459010332,FAIL,46071465,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2468019074,FAIL,43484998,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2275431265,FAIL,45713958,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,335417207,FAIL,43389067,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,714279224,FAIL,43598820,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,750167934,FAIL,44091768,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,4171645739,FAIL,43832442,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2461202110,FAIL,44778521,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2099151218,FAIL,43331229,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2058758821,FAIL,43254328,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2599866360,FAIL,44991341,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2528724911,FAIL,43814529,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1350408371,FAIL,45171442,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2434216945,FAIL,46305586,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2682464014,FAIL,45331491,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2509179547,FAIL,43169366,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,4081917974,FAIL,43921457,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1501931084,FAIL,45513061,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1382913454,FAIL,45355097,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1016797537,FAIL,44442366,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3426464031,FAIL,45337580,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,839332705,FAIL,44867622,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,72419139,FAIL,43762267,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,484947720,FAIL,44120782,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3213643566,FAIL,44237617,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1448138602,FAIL,44213561,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,4126622403,FAIL,44803707,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,70417315,FAIL,43398582,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,524788431,FAIL,44774780,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1669049484,FAIL,44671009,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2359242691,FAIL,44669952,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1760423044,FAIL,45118089,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3607724637,FAIL,44384474,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1162618532,FAIL,44773773,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2992242840,FAIL,45368352,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3753451559,FAIL,45563490,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2298897616,FAIL,45142049,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1913437518,FAIL,43147748,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1073748828,FAIL,46067882,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2649868725,FAIL,46176742,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1325092293,FAIL,45515017,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3127022912,FAIL,43656211,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,787642649,FAIL,45704550,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3600891300,FAIL,44449739,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3735410992,FAIL,45443636,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3749332712,FAIL,43859433,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3373569608,FAIL,43285167,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2312992849,FAIL,44050608,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1825826667,FAIL,45564336,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3550934351,FAIL,44017072,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,4181816188,FAIL,44957040,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,498704126,FAIL,46208899,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3440200350,FAIL,45772886,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,317537682,FAIL,45869296,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1234131292,FAIL,43565982,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1334117162,FAIL,46132346,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,622590781,FAIL,45961000,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3542764911,FAIL,45077595,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,221464405,FAIL,43756087,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1993211377,FAIL,43947331,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,89049878,FAIL,45174186,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2813399306,FAIL,44728156,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3555530369,FAIL,43731484,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3609033055,FAIL,43968994,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1957559900,FAIL,45734780,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1210722774,FAIL,43675251,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1200396657,FAIL,44554424,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,828779277,FAIL,43848433,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2785938014,FAIL,45775927,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2619756757,FAIL,45932557,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3131827394,FAIL,45203398,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,807575250,FAIL,43779402,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2051859193,FAIL,43784140,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3473695592,FAIL,44132247,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3343702607,FAIL,45044439,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3657080238,FAIL,46000902,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1046212623,FAIL,44590106,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,4093437153,FAIL,43831372,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2336210795,FAIL,44774884,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,4125614708,FAIL,45580407,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2135276797,FAIL,44973413,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2616448953,FAIL,43145391,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,183213471,FAIL,43561188,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3501532825,FAIL,43591794,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1112456459,FAIL,45184264,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,1728506673,FAIL,44904792,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,378523231,FAIL,44651875,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3833579880,FAIL,44047842,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2110299386,FAIL,43515698,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,3701972066,FAIL,45373923,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2766747580,FAIL,45234946,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
2p10,parity_specific_traffic_test,2198156864,FAIL,43683033,N/A,N/A,no error,FAIL-30815390705d8abecf91b57bed1a3f66-To-reproduce-the-error-using-the-extracted-testcase-please-use-the
